ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
165,1,0,21,0,-21
166,0,0,97,0,-97
167,1,0,74,0,-74
168,1,1,3475,1358,-2117
169,1,1,187,1264,1077
170,0,0,89,0,-89
171,1,0,24,0,-24
172,1,1,276,1257,981
173,1,0,38,0,-38
174,1,1,998,1213,215
175,0,0,175,0,-175
176,1,0,31,0,-31
177,1,0,218,0,-218
178,0,0,97,0,-97
179,1,1,2545,1340,-1205
180,0,0,64,0,-64
181,0,0,56,0,-56
182,1,1,426,1210,784
183,1,1,459,2198,1739
184,1,0,13,0,-13
185,1,1,514,1339,825
186,1,0,101,0,-101
187,1,0,225,0,-225
188,1,0,47,0,-47
189,1,0,140,0,-140
190,0,0,14,0,-14
191,0,0,132,0,-132
192,1,1,235,1821,1586
193,1,0,45,0,-45
194,1,0,36,0,-36
195,1,0,2,0,-2
196,0,0,112,0,-112
197,0,0,10,0,-10
198,1,0,61,0,-61
199,1,0,247,0,-247
200,0,0,4,0,-4
201,1,0,67,0,-67
202,1,1,157,1512,1355
203,1,1,224,1771,1547
204,1,0,99,0,-99
205,0,0,9,0,-9
206,1,0,30,0,-30
207,0,0,7,0,-7
208,1,1,569,1360,791
209,0,0,1,0,-1
210,0,0,68,0,-68
211,0,0,54,0,-54
212,0,0,62,0,-62
213,1,1,1261,1325,64
214,1,0,2,0,-2
215,0,0,23,0,-23
216,0,0,106,0,-106
217,1,1,202,1242,1040
218,1,1,152,1562,1410
219,1,1,286,2476,2190
220,1,0,0,0,0
221,0,0,23,0,-23
222,1,1,174,1975,1801
223,1,0,2,0,-2
224,1,0,6,0,-6
225,1,1,1633,1530,-103
226,1,1,173,1374,1201
227,1,0,6,0,-6
228,0,0,213,0,-213
229,1,1,124,1649,1525
230,1,1,319,1462,1143
231,0,0,97,0,-97
232,1,0,28,0,-28
233,0,0,145,0,-145
234,1,1,98,3836,3738
235,1,1,407,1347,940
236,1,1,450,1853,1403
237,1,0,20,0,-20
238,1,0,142,0,-142
239,1,1,180,1323,1143
240,1,0,26,0,-26
241,0,0,4,0,-4
242,1,1,59,2586,2527
243,1,0,73,0,-73
244,1,1,186,1408,1222
245,1,1,376,1341,965
246,0,0,9,0,-9
247,1,0,4,0,-4
248,1,1,302,1482,1180
249,1,0,70,0,-70
250,0,0,2,0,-2
251,0,0,75,0,-75
252,0,0,2,0,-2
253,1,1,1457,1224,-233
254,0,0,22,0,-22
255,0,0,55,0,-55
256,1,1,589,1230,641
257,1,1,58,1219,1161
258,1,1,180,1238,1058
259,0,0,108,0,-108
260,1,1,758,2030,1272
261,1,1,84,1219,1135
262,1,0,15,0,-15
263,1,0,61,0,-61
264,1,0,171,0,-171
265,1,1,398,2033,1635
266,0,0,29,0,-29
267,1,1,31,1575,1544
268,1,0,36,0,-36
269,1,1,1991,1395,-596
270,0,0,0,0,0
271,1,1,150,1378,1228
272,0,0,172,0,-172
273,1,1,146,1440,1294
274,1,1,86,1369,1283
275,1,1,133,1306,1173
276,1,1,852,1250,398
277,1,1,181,1387,1206
278,1,1,640,1266,626
279,1,0,70,0,-70
280,1,1,385,1286,901
281,0,0,100,0,-100
282,1,1,107,1287,1180
283,0,0,75,0,-75
284,0,0,3,0,-3
285,0,0,42,0,-42
286,1,0,78,0,-78
287,1,0,26,0,-26
288,1,0,3,0,-3
289,1,1,780,1475,695
290,0,0,124,0,-124
291,0,0,35,0,-35
292,1,1,63,1349,1286
293,1,0,10,0,-10
294,0,0,8,0,-8
295,1,0,46,0,-46
296,0,0,29,0,-29
297,0,0,30,0,-30
298,1,0,149,0,-149
299,1,1,389,2416,2027
300,0,0,5,0,-5
301,0,0,22,0,-22
302,1,1,2952,1588,-1364
303,1,0,36,0,-36
304,1,0,68,0,-68
305,1,1,114,1347,1233
306,1,0,76,0,-76
307,1,1,719,1574,855
308,0,0,131,0,-131
309,1,1,852,1693,841
310,1,1,63,1685,1622
311,1,1,184,1504,1320
312,1,0,4,0,-4
313,0,0,24,0,-24
314,0,0,25,0,-25
315,0,0,94,0,-94
316,0,0,11,0,-11
317,1,0,161,0,-161
318,0,0,2,0,-2
319,1,1,165,1673,1508
320,1,0,10,0,-10
321,1,0,34,0,-34
322,1,1,327,1270,943
323,1,1,835,1501,666
324,0,0,0,0,0
325,0,0,60,0,-60
326,1,1,79,3024,2945
327,1,0,0,0,0
328,0,0,135,0,-135
329,1,1,743,1288,545
330,1,1,112,1733,1621
331,0,0,58,0,-58
332,0,0,1,0,-1
333,0,0,136,0,-136
334,0,0,25,0,-25
335,1,1,309,1412,1103
336,0,0,65,0,-65
337,0,0,34,0,-34
338,0,0,59,0,-59
339,1,1,376,1366,990
340,1,1,369,1525,1156
341,1,0,144,0,-144
342,1,1,329,2159,1830
343,1,0,29,0,-29
344,0,0,36,0,-36
345,1,0,109,0,-109
346,0,0,50,0,-50
347,1,1,87,1838,1751
348,1,1,681,1504,823
349,0,0,47,0,-47
350,1,0,85,0,-85
351,0,0,12,0,-12
352,0,0,19,0,-19
353,1,0,53,0,-53
354,1,0,44,0,-44
355,1,1,141,1302,1161
356,0,0,13,0,-13
357,1,0,123,0,-123
358,1,0,59,0,-59
359,0,0,42,0,-42
360,0,0,13,0,-13
361,1,0,22,0,-22
362,0,0,23,0,-23
363,1,1,1314,1671,357
364,1,1,163,1369,1206
365,1,0,47,0,-47
366,0,0,41,0,-41
367,1,0,30,0,-30
368,1,1,66,1253,1187
369,1,1,108,1354,1246
370,0,0,14,0,-14
371,0,0,103,0,-103
372,1,1,241,1977,1736
373,1,1,182,1400,1218
374,0,0,9,0,-9
375,0,0,110,0,-110
376,0,0,13,0,-13
377,1,0,12,0,-12
378,1,1,785,1337,552
379,0,0,26,0,-26
380,1,1,414,1841,1427
381,0,0,37,0,-37
382,1,1,388,1762,1374
383,1,0,35,0,-35
384,0,0,107,0,-107
385,1,1,1130,1206,76
386,1,1,332,1673,1341
387,1,1,916,1236,320
388,0,0,38,0,-38
389,1,1,111,1232,1121
390,1,1,300,1810,1510
391,1,1,167,1321,1154
392,1,1,1578,1285,-293
393,1,0,137,0,-137
394,1,0,6,0,-6
395,1,1,1315,1343,28
396,0,0,30,0,-30
397,0,0,0,0,0
398,0,0,56,0,-56
399,1,1,84,1875,1791
400,0,0,139,0,-139
401,1,1,442,1502,1060
402,1,1,418,1393,975
403,1,0,40,0,-40
404,1,1,4454,1272,-3182
405,1,1,317,1631,1314
406,0,0,20,0,-20
407,0,0,24,0,-24
408,0,0,46,0,-46
409,1,0,16,0,-16
410,1,0,23,0,-23
411,0,0,24,0,-24
412,1,0,69,0,-69
413,0,0,84,0,-84
414,0,0,2,0,-2
415,1,0,9,0,-9
416,0,0,22,0,-22
417,1,1,441,1388,947
418,1,1,909,1447,538
419,1,0,50,0,-50
420,1,1,64,1548,1484
421,1,0,60,0,-60
422,0,0,0,0,0
423,0,0,25,0,-25
424,1,0,8,0,-8
425,1,1,1615,2583,968
426,1,0,64,0,-64
427,0,0,50,0,-50
428,1,1,1477,1350,-127
429,0,0,19,0,-19
430,0,0,58,0,-58
431,1,0,50,0,-50
432,1,1,477,1638,1161
433,0,0,22,0,-22
434,1,1,52,1445,1393
435,0,0,17,0,-17
436,1,1,310,1414,1104
437,0,0,58,0,-58
438,1,1,199,1235,1036
439,1,0,34,0,-34
440,1,1,824,1378,554
441,0,0,34,0,-34
442,1,0,13,0,-13
443,1,1,585,1531,946
444,1,1,706,1453,747
445,1,1,549,1684,1135
446,0,0,71,0,-71
447,0,0,1,0,-1
448,1,1,882,1516,634
449,0,0,26,0,-26
450,1,1,898,1812,914
451,1,1,1582,1911,329
452,0,0,27,0,-27
453,1,1,483,1439,956
454,1,0,24,0,-24
455,1,1,465,1227,762
456,1,1,105,1450,1345
457,1,1,13,2105,2092
458,0,0,38,0,-38
459,1,0,21,0,-21
460,1,1,813,1931,1118
461,1,1,11,1308,1297
462,1,0,28,0,-28
463,1,0,84,0,-84
464,1,1,47,1218,1171
465,1,0,14,0,-14
466,1,1,390,2110,1720
467,1,1,94,1436,1342
468,0,0,14,0,-14
469,0,0,70,0,-70
470,1,0,221,0,-221
471,1,0,141,0,-141
472,0,0,44,0,-44
473,1,1,443,1280,837
474,1,1,364,2792,2428
475,1,1,2977,1395,-1582
476,1,1,294,1779,1485
477,0,0,15,0,-15
478,1,0,62,0,-62
479,1,1,287,1245,958
480,0,0,95,0,-95
481,1,1,1288,1220,-68
482,0,0,95,0,-95
483,1,0,31,0,-31
484,0,0,9,0,-9
485,0,0,22,0,-22
486,1,1,846,1356,510
487,1,1,47,1231,1184
488,0,0,3,0,-3
489,0,0,76,0,-76
490,1,0,41,0,-41
491,1,0,110,0,-110
492,1,0,53,0,-53
493,0,0,52,0,-52
494,1,1,794,1886,1092
495,0,0,14,0,-14
496,1,1,1263,1223,-40
497,0,0,1,0,-1
498,1,0,23,0,-23
499,1,1,655,1303,648
500,1,1,958,3251,2293
501,1,1,760,1659,899
502,1,1,272,2445,2173
503,1,1,1003,1238,235
504,0,0,5,0,-5
505,1,1,1715,1497,-218
506,0,0,58,0,-58
507,1,0,85,0,-85
508,0,0,11,0,-11
509,1,0,14,0,-14
510,1,0,61,0,-61
511,1,1,526,1384,858
512,1,1,218,1591,1373
513,1,1,129,1469,1340
514,1,0,33,0,-33
515,1,1,2664,1789,-875
516,1,1,353,1242,889
517,1,0,9,0,-9
518,1,0,55,0,-55
519,0,0,93,0,-93
520,1,0,35,0,-35
521,0,0,18,0,-18
522,1,0,12,0,-12
523,1,1,416,1434,1018
524,1,0,1,0,-1
525,1,1,733,1312,579
526,1,1,281,1387,1106
527,1,0,31,0,-31
528,0,0,244,0,-244
529,1,0,33,0,-33
530,0,0,0,0,0
531,1,1,469,1248,779
532,0,0,38,0,-38
533,1,1,242,1985,1743
534,1,1,802,1478,676
535,1,1,67,2162,2095
536,0,0,43,0,-43
537,0,0,9,0,-9
538,1,1,132,1370,1238
539,0,0,4,0,-4
540,1,1,240,1393,1153
541,1,0,59,0,-59
542,0,0,45,0,-45
543,1,1,31,2008,1977
544,1,1,107,1201,1094
545,1,0,38,0,-38
546,1,0,10,0,-10
547,0,0,87,0,-87
548,0,0,64,0,-64
549,1,1,1017,1221,204
550,0,0,9,0,-9
551,0,0,30,0,-30
552,1,1,686,1843,1157
553,0,0,37,0,-37
554,1,1,185,1207,1022
555,1,1,152,1284,1132
556,1,1,133,1866,1733
557,0,0,20,0,-20
558,1,0,60,0,-60
559,1,1,28,1236,1208
560,1,0,44,0,-44
561,0,0,68,0,-68
562,0,0,116,0,-116
563,1,1,64,1330,1266
564,1,1,147,1329,1182
565,1,1,222,1235,1013
566,1,1,967,1377,410
567,0,0,226,0,-226
568,1,0,3,0,-3
569,1,0,167,0,-167
570,0,0,39,0,-39
571,1,1,997,1431,434
572,1,1,716,1894,1178
573,1,1,1900,1992,92
574,1,0,81,0,-81
575,1,1,49,1290,1241
576,1,1,428,1666,1238
577,1,1,510,2640,2130
578,1,0,19,0,-19
579,0,0,186,0,-186
580,0,0,71,0,-71
581,0,0,18,0,-18
582,1,1,495,1640,1145
583,0,0,67,0,-67
584,1,0,29,0,-29
585,1,0,19,0,-19
586,0,0,188,0,-188
587,1,0,11,0,-11
588,1,1,149,1592,1443
589,0,0,2,0,-2
590,0,0,30,0,-30
591,0,0,43,0,-43
592,1,0,92,0,-92
593,1,0,15,0,-15
594,1,1,226,1290,1064
595,1,0,7,0,-7
596,1,1,1929,2247,318
597,1,1,333,3211,2878
598,1,1,177,1383,1206
599,0,0,76,0,-76
600,1,1,147,1278,1131
601,0,0,112,0,-112
602,1,1,692,1417,725
603,0,0,34,0,-34
604,1,1,847,1355,508
605,1,1,557,2298,1741
606,0,0,2,0,-2
607,0,0,147,0,-147
608,1,0,51,0,-51
609,1,0,56,0,-56
610,1,1,258,1562,1304
611,1,1,25,1683,1658
612,1,1,112,1632,1520
613,1,1,813,1637,824
614,1,1,1543,1784,241
615,0,0,33,0,-33
616,1,1,658,1288,630
617,1,0,48,0,-48
618,0,0,28,0,-28
619,1,1,442,1490,1048
620,1,0,33,0,-33
621,1,1,531,1479,948
622,0,0,8,0,-8
623,0,0,66,0,-66
624,0,0,200,0,-200
625,0,0,74,0,-74
626,1,0,68,0,-68
627,1,0,8,0,-8
628,1,0,47,0,-47
629,0,0,18,0,-18
630,1,0,64,0,-64
631,0,0,23,0,-23
632,0,0,72,0,-72
633,0,0,68,0,-68
634,1,1,2258,2354,96
635,1,1,526,1768,1242
636,1,1,273,1218,945
637,0,0,87,0,-87
638,1,0,87,0,-87
639,0,0,30,0,-30
640,1,1,411,1499,1088
641,1,1,721,1201,480
642,1,0,4,0,-4
643,0,0,24,0,-24
644,1,0,10,0,-10
645,1,1,612,1222,610
646,1,1,485,1358,873
647,1,1,82,1219,1137
648,1,1,321,1634,1313
649,1,0,76,0,-76
650,1,0,68,0,-68
651,1,1,424,2194,1770
652,1,1,1411,1937,526
653,0,0,155,0,-155
654,0,0,28,0,-28
655,0,0,27,0,-27
656,1,1,1332,1361,29
657,0,0,26,0,-26
658,1,1,1044,1207,163
659,1,1,333,1216,883
660,1,1,782,1641,859
661,1,1,69,1403,1334
662,1,1,612,1992,1380
663,1,0,50,0,-50
664,0,0,44,0,-44
665,0,0,115,0,-115
666,1,1,233,2383,2150
667,1,0,91,0,-91
668,1,0,24,0,-24
669,0,0,5,0,-5
670,1,1,929,1866,937
671,1,1,314,1370,1056
672,1,1,241,1230,989
673,1,0,9,0,-9
674,1,0,51,0,-51
675,1,1,761,1217,456
676,1,0,6,0,-6
677,1,1,132,1371,1239
678,0,0,177,0,-177
679,1,1,242,1271,1029
680,1,1,808,1482,674
681,1,1,944,1821,877
682,0,0,6,0,-6
683,1,1,479,1273,794
684,1,1,97,1811,1714
685,0,0,67,0,-67
686,1,0,186,0,-186
687,1,0,18,0,-18
688,1,0,48,0,-48
689,1,0,13,0,-13
690,1,1,1613,1279,-334
691,0,0,7,0,-7
692,0,0,247,0,-247
693,0,0,46,0,-46
694,1,0,81,0,-81
695,1,1,2286,1356,-930
696,0,0,81,0,-81
697,1,1,668,1255,587
698,1,0,33,0,-33
699,1,0,5,0,-5
700,0,0,28,0,-28
701,0,0,33,0,-33
702,1,0,145,0,-145
703,1,1,133,1363,1230
704,0,0,13,0,-13
705,0,0,47,0,-47
706,0,0,5,0,-5
707,1,0,18,0,-18
708,1,1,1608,2600,992
709,1,1,1083,1558,475
710,1,0,23,0,-23
711,1,0,38,0,-38
712,0,0,42,0,-42
713,1,0,16,0,-16
714,0,0,2,0,-2
715,1,1,106,4112,4006
716,0,0,41,0,-41
717,1,1,407,1313,906
718,1,0,39,0,-39
719,1,1,78,1247,1169
720,1,1,220,1963,1743
721,1,1,152,1313,1161
722,1,0,68,0,-68
723,1,1,1352,1254,-98
724,0,0,67,0,-67
725,1,0,181,0,-181
726,1,0,11,0,-11
727,0,0,1,0,-1
728,1,1,33,1463,1430
729,0,0,45,0,-45
730,0,0,25,0,-25
731,1,1,243,1310,1067
732,0,0,97,0,-97
733,1,1,327,2211,1884
734,0,0,110,0,-110
735,1,1,881,1548,667
736,1,1,1027,1287,260
737,0,0,79,0,-79
738,1,1,1989,1440,-549
739,0,0,42,0,-42
740,0,0,80,0,-80
741,1,1,118,2399,2281
742,1,1,877,1461,584
743,1,1,279,1206,927
744,1,0,60,0,-60
745,1,0,5,0,-5
746,0,0,160,0,-160
747,1,1,462,1375,913
748,1,1,375,1373,998
749,0,0,84,0,-84
750,0,0,45,0,-45
751,0,0,0,0,0
752,1,0,55,0,-55
753,0,0,2,0,-2
754,0,0,58,0,-58
755,0,0,134,0,-134
756,1,1,1990,1571,-419
757,1,0,30,0,-30
758,0,0,66,0,-66
759,1,0,15,0,-15
760,1,0,59,0,-59
761,1,1,224,1524,1300
762,0,0,32,0,-32
763,0,0,20,0,-20
764,1,1,395,1383,988
765,0,0,13,0,-13
766,1,0,37,0,-37
767,1,1,971,1246,275
768,1,1,25,1846,1821
769,0,0,33,0,-33
770,1,1,1004,1838,834
771,1,0,32,0,-32
772,1,0,9,0,-9
773,0,0,35,0,-35
774,0,0,62,0,-62
775,0,0,51,0,-51
776,1,0,57,0,-57
777,1,1,129,1358,1229
778,1,1,189,1318,1129
779,1,0,64,0,-64
780,1,1,279,1293,1014
781,1,0,58,0,-58
782,1,0,46,0,-46
783,1,0,44,0,-44
784,1,0,13,0,-13
785,1,0,2,0,-2
786,0,0,17,0,-17
787,0,0,71,0,-71
788,1,1,126,1563,1437
789,1,0,14,0,-14
790,0,0,43,0,-43
791,0,0,15,0,-15
792,1,0,11,0,-11
793,1,0,59,0,-59
794,0,0,39,0,-39
795,0,0,60,0,-60
796,1,0,63,0,-63
797,1,1,347,1864,1517
798,0,0,9,0,-9
799,1,0,6,0,-6
800,1,1,1796,1280,-516
801,1,0,114,0,-114
802,1,1,233,1203,970
803,0,0,65,0,-65
804,1,0,2,0,-2
805,1,1,1109,1350,241
806,1,0,69,0,-69
807,1,1,979,1422,443
808,0,0,27,0,-27
809,1,0,26,0,-26
810,1,0,49,0,-49
811,1,0,49,0,-49
812,1,0,25,0,-25
813,1,1,782,1608,826
814,1,0,38,0,-38
815,1,0,126,0,-126
816,0,0,56,0,-56
817,0,0,11,0,-11
818,0,0,14,0,-14
819,1,1,1455,1757,302
820,1,0,25,0,-25
821,0,0,26,0,-26
822,0,0,67,0,-67
823,0,0,27,0,-27
824,1,0,22,0,-22
825,1,1,157,1215,1058
826,1,0,102,0,-102
827,1,1,657,1406,749
828,0,0,43,0,-43
829,1,0,4,0,-4
830,1,0,87,0,-87
831,0,0,14,0,-14
832,0,0,146,0,-146
833,1,0,67,0,-67
834,1,0,22,0,-22
835,1,1,2640,1701,-939
836,1,0,54,0,-54
837,0,0,63,0,-63
838,1,1,110,1489,1379
839,1,0,27,0,-27
840,1,1,19,1208,1189
841,1,0,77,0,-77
842,0,0,60,0,-60
843,0,0,27,0,-27
844,1,1,623,1227,604
845,0,0,2,0,-2
846,1,0,39,0,-39
847,1,1,899,1275,376
848,1,1,2046,1323,-723
849,1,1,145,1204,1059
850,0,0,4,0,-4
851,1,1,219,3283,3064
852,0,0,11,0,-11
853,1,0,54,0,-54
854,0,0,38,0,-38
855,1,1,803,1340,537
856,1,1,439,1501,1062
857,0,0,1,0,-1
858,1,1,1001,1312,311
859,1,0,25,0,-25
860,0,0,6,0,-6
861,0,0,8,0,-8
862,0,0,3,0,-3
863,1,1,815,3114,2299
864,0,0,45,0,-45
865,1,1,467,1452,985
866,1,0,101,0,-101
867,1,1,1401,2922,1521
868,1,1,323,1469,1146
869,1,0,26,0,-26
870,1,0,107,0,-107
871,1,0,4,0,-4
872,1,0,15,0,-15
873,1,1,127,1429,1302
874,0,0,31,0,-31
875,1,1,251,1474,1223
876,0,0,41,0,-41
877,0,0,49,0,-49
878,1,0,9,0,-9
879,1,1,1118,1829,711
880,1,0,47,0,-47
881,1,1,29,1290,1261
882,0,0,121,0,-121
883,0,0,80,0,-80
884,1,1,1265,1634,369
885,1,1,97,1685,1588
886,1,1,766,3089,2323
887,0,0,58,0,-58
888,1,0,33,0,-33
889,1,0,21,0,-21
890,1,0,36,0,-36
891,0,0,60,0,-60
892,1,0,14,0,-14
893,1,0,56,0,-56
894,1,0,90,0,-90
895,1,1,256,1395,1139
896,0,0,33,0,-33
897,0,0,50,0,-50
898,0,0,21,0,-21
899,1,1,591,2332,1741
900,0,0,45,0,-45
901,1,0,129,0,-129
902,1,0,65,0,-65
903,0,0,59,0,-59
904,1,1,185,1403,1218
905,1,0,128,0,-128
906,0,0,41,0,-41
907,1,0,43,0,-43
908,0,0,6,0,-6
909,1,0,25,0,-25
910,0,0,46,0,-46
911,0,0,27,0,-27
912,0,0,43,0,-43
913,1,1,694,1402,708
914,1,1,1964,1434,-530
915,1,0,35,0,-35
916,1,1,27,1304,1277
917,0,0,112,0,-112
918,1,1,149,1361,1212
919,0,0,18,0,-18
920,1,0,8,0,-8
921,1,1,63,1546,1483
922,0,0,78,0,-78
923,1,0,81,0,-81
924,1,1,113,1361,1248
925,1,0,114,0,-114
926,1,1,929,1367,438
927,1,0,79,0,-79
928,0,0,18,0,-18
929,1,0,20,0,-20
930,1,0,73,0,-73
931,1,1,803,1295,492
932,0,0,73,0,-73
933,1,1,1466,1210,-256
934,0,0,86,0,-86
935,0,0,11,0,-11
936,1,1,96,1713,1617
937,0,0,1,0,-1
938,0,0,101,0,-101
939,0,0,63,0,-63
940,1,1,1133,1255,122
941,1,0,58,0,-58
942,1,0,12,0,-12
943,1,1,108,1501,1393
944,0,0,38,0,-38
945,1,1,514,1524,1010
946,0,0,21,0,-21
947,1,0,86,0,-86
948,0,0,21,0,-21
949,1,1,40,1521,1481
950,0,0,53,0,-53
951,1,1,1837,1469,-368
952,1,1,159,1269,1110
953,1,0,12,0,-12
954,0,0,39,0,-39
955,0,0,186,0,-186
956,1,0,41,0,-41
957,0,0,66,0,-66
958,1,0,56,0,-56
959,1,0,30,0,-30
960,0,0,34,0,-34
961,1,0,2,0,-2
962,1,0,78,0,-78
963,0,0,16,0,-16
964,1,1,26,1816,1790
965,1,0,54,0,-54
966,1,1,412,1889,1477
967,1,0,1,0,-1
968,1,1,885,3277,2392
969,1,1,805,1222,417
970,1,0,22,0,-22
971,1,0,78,0,-78
972,1,1,867,1761,894
973,1,1,630,1234,604
974,0,0,12,0,-12
975,0,0,54,0,-54
976,1,0,33,0,-33
977,1,1,529,1229,700
978,0,0,5,0,-5
979,1,0,145,0,-145
980,0,0,12,0,-12
981,0,0,102,0,-102
982,1,1,227,1292,1065
983,1,1,155,1370,1215
984,0,0,83,0,-83
985,0,0,47,0,-47
986,1,0,19,0,-19
987,0,0,35,0,-35
988,0,0,72,0,-72
989,0,0,3,0,-3
990,0,0,28,0,-28
991,0,0,43,0,-43
992,0,0,87,0,-87
993,1,1,203,1279,1076
994,1,1,295,3692,3397
995,1,1,702,1463,761
996,1,1,493,1880,1387
997,1,0,109,0,-109
998,1,1,216,2411,2195
999,1,1,144,1661,1517
1000,0,0,48,0,-48
1001,1,1,2364,3944,1580
1002,0,0,6,0,-6
1003,1,1,1356,1204,-152
1004,1,0,77,0,-77
1005,0,0,35,0,-35
1006,0,0,14,0,-14
1007,1,1,764,1872,1108
1008,0,0,3,0,-3
1009,0,0,33,0,-33
1010,0,0,125,0,-125
1011,1,1,371,1328,957
1012,0,0,56,0,-56
1013,1,1,64,1433,1369
1014,1,1,74,1583,1509
1015,1,1,524,1367,843
1016,0,0,10,0,-10
1017,1,0,92,0,-92
1018,1,1,210,1430,1220
1019,0,0,58,0,-58
1020,1,1,166,3100,2934
1021,1,1,864,1271,407
1022,0,0,173,0,-173
1023,1,0,48,0,-48
1024,0,0,231,0,-231
1025,1,1,1152,1444,292
1026,1,0,104,0,-104
1027,0,0,7,0,-7
1028,0,0,20,0,-20
1029,0,0,101,0,-101
1030,1,1,952,1490,538
1031,1,0,32,0,-32
1032,1,0,53,0,-53
1033,1,0,13,0,-13
1034,1,1,1009,1288,279
1035,1,0,209,0,-209
1036,1,1,47,1225,1178
1037,1,1,475,1620,1145
1038,1,1,561,1298,737
1039,1,0,42,0,-42
1040,0,0,27,0,-27
1041,0,0,69,0,-69
1042,0,0,49,0,-49
1043,0,0,139,0,-139
