ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
96,0,0,148,0,-148
97,0,0,10,0,-10
98,1,0,1,0,-1
99,1,0,42,0,-42
100,0,0,12,0,-12
101,1,0,107,0,-107
102,1,0,28,0,-28
103,1,1,1093,1599,506
104,0,0,2,0,-2
105,1,0,0,0,0
106,1,1,89,1569,1480
107,0,0,96,0,-96
108,1,1,412,1709,1297
109,1,0,7,0,-7
110,1,0,31,0,-31
111,1,1,1069,1205,136
112,0,0,22,0,-22
113,1,0,117,0,-117
114,0,0,120,0,-120
115,0,0,0,0,0
116,1,1,152,1399,1247
117,1,1,254,1989,1735
118,0,0,56,0,-56
119,0,0,37,0,-37
120,0,0,26,0,-26
121,1,0,33,0,-33
122,1,0,0,0,0
123,0,0,8,0,-8
124,1,1,210,1703,1493
125,0,0,11,0,-11
126,1,0,4,0,-4
127,1,1,1279,1280,1
128,1,1,103,3387,3284
129,1,1,110,1266,1156
130,0,0,11,0,-11
131,1,0,82,0,-82
132,0,0,45,0,-45
133,1,0,40,0,-40
134,0,0,79,0,-79
135,1,1,1527,1217,-310
136,1,0,80,0,-80
137,0,0,66,0,-66
138,1,0,46,0,-46
139,1,0,6,0,-6
140,1,1,433,1487,1054
141,1,0,27,0,-27
142,1,0,6,0,-6
143,0,0,37,0,-37
144,0,0,61,0,-61
145,1,1,1047,1606,559
146,1,0,77,0,-77
147,0,0,60,0,-60
148,1,0,9,0,-9
149,0,0,42,0,-42
150,1,1,502,1416,914
151,0,0,37,0,-37
152,1,0,168,0,-168
153,1,0,31,0,-31
154,0,0,33,0,-33
155,1,1,68,1544,1476
156,1,1,352,1205,853
157,1,0,55,0,-55
158,0,0,15,0,-15
159,1,1,239,1642,1403
160,1,1,58,1854,1796
161,0,0,66,0,-66
162,1,0,22,0,-22
163,0,0,14,0,-14
164,1,1,681,1219,538
165,1,0,65,0,-65
166,1,0,26,0,-26
167,0,0,41,0,-41
168,1,1,1048,2113,1065
169,1,0,75,0,-75
170,1,1,795,1321,526
171,0,0,18,0,-18
172,0,0,168,0,-168
173,1,1,373,2290,1917
174,1,0,83,0,-83
175,0,0,16,0,-16
176,1,0,65,0,-65
177,1,0,26,0,-26
178,0,0,94,0,-94
179,1,1,1881,1405,-476
180,1,1,205,1828,1623
181,1,1,325,1322,997
182,1,0,76,0,-76
183,1,0,148,0,-148
184,1,1,225,1455,1230
185,1,1,764,2794,2030
186,0,0,18,0,-18
187,1,0,41,0,-41
188,1,1,959,1289,330
189,0,0,91,0,-91
190,1,1,142,1950,1808
191,1,1,297,1478,1181
192,1,1,79,1718,1639
193,1,0,30,0,-30
194,1,0,1,0,-1
195,1,0,74,0,-74
196,1,0,9,0,-9
197,1,1,651,1428,777
198,1,1,964,1231,267
199,1,1,76,1317,1241
200,0,0,73,0,-73
201,0,0,28,0,-28
202,0,0,172,0,-172
203,1,1,291,1374,1083
204,1,1,559,1277,718
205,1,0,113,0,-113
206,0,0,8,0,-8
207,0,0,7,0,-7
208,0,0,7,0,-7
209,1,1,735,1279,544
210,1,0,20,0,-20
211,1,1,150,1544,1394
212,0,0,6,0,-6
213,1,0,8,0,-8
214,0,0,79,0,-79
215,1,0,3,0,-3
216,1,0,30,0,-30
217,1,1,793,1353,560
218,0,0,156,0,-156
219,0,0,21,0,-21
220,0,0,7,0,-7
221,0,0,45,0,-45
222,0,0,22,0,-22
223,1,1,4,1462,1458
224,1,1,314,2296,1982
225,1,1,91,2426,2335
226,1,0,9,0,-9
227,0,0,39,0,-39
228,1,0,112,0,-112
229,0,0,66,0,-66
230,0,0,38,0,-38
231,1,1,378,1553,1175
232,1,0,11,0,-11
233,1,1,170,1763,1593
234,0,0,0,0,0
235,1,0,31,0,-31
236,1,0,30,0,-30
237,1,0,52,0,-52
238,0,0,64,0,-64
239,0,0,10,0,-10
240,1,1,52,1231,1179
241,1,0,60,0,-60
242,1,1,1110,1694,584
243,1,0,18,0,-18
244,1,0,47,0,-47
245,0,0,26,0,-26
246,1,1,292,1200,908
247,1,1,638,1222,584
248,1,0,3,0,-3
249,1,1,136,1429,1293
250,1,1,1677,1354,-323
251,1,0,34,0,-34
252,0,0,58,0,-58
253,1,1,430,1423,993
254,1,0,75,0,-75
255,0,0,15,0,-15
256,0,0,9,0,-9
257,1,1,262,1284,1022
258,0,0,34,0,-34
259,0,0,35,0,-35
260,1,1,243,1527,1284
261,0,0,68,0,-68
262,1,0,12,0,-12
263,1,1,999,1319,320
264,1,1,533,1300,767
265,1,0,124,0,-124
266,1,1,119,1302,1183
267,1,1,659,1468,809
268,1,1,173,1398,1225
269,1,0,2,0,-2
270,1,0,73,0,-73
271,0,0,15,0,-15
272,1,1,1035,1243,208
273,0,0,85,0,-85
274,1,1,1016,1548,532
275,1,0,69,0,-69
276,1,1,222,1340,1118
277,0,0,78,0,-78
278,1,0,13,0,-13
279,1,1,160,1793,1633
280,1,1,564,1550,986
281,1,1,42,1809,1767
282,1,0,33,0,-33
283,1,0,175,0,-175
284,1,1,386,1231,845
285,1,1,382,1588,1206
286,0,0,19,0,-19
287,0,0,76,0,-76
288,0,0,10,0,-10
289,1,0,67,0,-67
290,1,1,442,1417,975
291,0,0,49,0,-49
292,1,1,542,1309,767
293,0,0,3,0,-3
294,0,0,21,0,-21
295,0,0,13,0,-13
296,1,1,1231,1530,299
297,1,0,31,0,-31
298,0,0,128,0,-128
299,1,1,386,1337,951
300,0,0,22,0,-22
301,1,1,510,2050,1540
302,1,1,215,1372,1157
303,1,0,20,0,-20
304,0,0,140,0,-140
305,0,0,52,0,-52
306,1,0,18,0,-18
307,1,1,1970,1290,-680
308,1,1,654,1580,926
309,0,0,15,0,-15
310,0,0,36,0,-36
311,1,1,253,1203,950
312,1,0,89,0,-89
313,1,1,1030,1266,236
314,1,1,245,1248,1003
315,1,0,98,0,-98
316,1,0,212,0,-212
317,1,0,73,0,-73
318,1,1,67,2501,2434
319,1,1,71,1345,1274
320,1,0,27,0,-27
321,1,0,250,0,-250
322,1,1,780,1391,611
323,0,0,34,0,-34
324,1,0,29,0,-29
325,1,1,680,1219,539
326,0,0,16,0,-16
327,1,1,69,1521,1452
328,0,0,155,0,-155
329,1,1,365,1387,1022
330,0,0,60,0,-60
331,0,0,77,0,-77
332,0,0,41,0,-41
333,1,0,18,0,-18
334,0,0,32,0,-32
335,1,0,32,0,-32
336,1,1,620,2284,1664
337,0,0,34,0,-34
338,1,1,35,2571,2536
339,1,0,26,0,-26
340,0,0,2,0,-2
341,1,0,19,0,-19
342,0,0,137,0,-137
343,1,1,304,1244,940
344,0,0,6,0,-6
345,0,0,29,0,-29
346,0,0,146,0,-146
347,1,1,602,1205,603
348,1,1,1010,1488,478
349,1,1,730,1804,1074
350,1,1,490,1286,796
351,0,0,42,0,-42
352,1,1,811,3508,2697
353,1,0,60,0,-60
354,1,0,17,0,-17
355,1,0,147,0,-147
356,0,0,29,0,-29
357,0,0,5,0,-5
358,1,0,33,0,-33
359,1,1,109,1232,1123
360,0,0,21,0,-21
361,0,0,23,0,-23
362,1,1,568,1634,1066
363,1,1,197,1612,1415
364,0,0,25,0,-25
365,1,1,85,1238,1153
366,1,1,750,1217,467
367,1,0,43,0,-43
368,1,1,1115,1343,228
369,1,1,689,1329,640
370,0,0,85,0,-85
371,1,1,90,1494,1404
372,0,0,80,0,-80
373,1,1,532,1211,679
374,1,1,424,1239,815
375,1,1,75,1280,1205
376,1,1,32,2109,2077
377,0,0,6,0,-6
378,1,1,894,1500,606
379,0,0,25,0,-25
380,1,0,88,0,-88
381,1,0,37,0,-37
382,1,0,89,0,-89
383,1,1,224,1448,1224
384,1,1,807,1285,478
385,1,1,120,1411,1291
386,1,0,7,0,-7
387,1,0,26,0,-26
388,0,0,12,0,-12
389,1,0,82,0,-82
390,0,0,2,0,-2
391,0,0,35,0,-35
392,1,1,626,1704,1078
393,1,0,29,0,-29
394,0,0,1,0,-1
395,0,0,15,0,-15
396,1,0,34,0,-34
397,0,0,71,0,-71
398,0,0,26,0,-26
399,1,1,553,1371,818
400,1,1,1090,1204,114
401,0,0,75,0,-75
402,1,0,40,0,-40
403,1,1,1433,1934,501
404,1,1,236,1597,1361
405,1,0,82,0,-82
406,1,0,40,0,-40
407,1,1,627,1782,1155
408,1,1,385,1212,827
409,1,0,72,0,-72
410,1,1,56,1703,1647
411,1,0,20,0,-20
412,1,1,997,1698,701
413,1,0,45,0,-45
414,1,0,7,0,-7
415,1,1,154,1417,1263
416,0,0,163,0,-163
417,1,1,3615,1523,-2092
418,1,1,267,1481,1214
419,1,1,1163,1265,102
420,1,1,282,1245,963
421,0,0,33,0,-33
422,0,0,56,0,-56
423,1,1,57,1431,1374
424,1,1,555,1235,680
425,1,1,337,1628,1291
426,0,0,56,0,-56
427,1,1,125,1314,1189
428,0,0,67,0,-67
429,1,1,354,1342,988
430,0,0,35,0,-35
431,0,0,11,0,-11
432,0,0,42,0,-42
433,1,1,201,1748,1547
434,1,1,371,1443,1072
435,0,0,99,0,-99
436,1,0,13,0,-13
437,0,0,128,0,-128
438,1,1,1851,1456,-395
439,1,1,961,1546,585
440,1,1,1258,1442,184
441,0,0,79,0,-79
442,0,0,1,0,-1
443,1,1,43,1244,1201
444,1,1,1149,1562,413
445,1,0,28,0,-28
446,1,0,23,0,-23
447,0,0,81,0,-81
448,1,1,255,1256,1001
449,1,1,397,1392,995
450,0,0,0,0,0
451,1,1,250,1425,1175
452,0,0,9,0,-9
453,0,0,87,0,-87
454,0,0,16,0,-16
455,1,0,61,0,-61
456,1,0,151,0,-151
457,1,1,1014,1807,793
458,1,1,502,2095,1593
459,0,0,133,0,-133
460,0,0,8,0,-8
461,0,0,15,0,-15
462,1,0,20,0,-20
463,0,0,57,0,-57
464,0,0,34,0,-34
465,1,0,21,0,-21
466,0,0,53,0,-53
467,0,0,22,0,-22
468,1,0,6,0,-6
469,1,0,77,0,-77
470,0,0,58,0,-58
471,1,1,197,1647,1450
472,0,0,74,0,-74
473,0,0,13,0,-13
474,0,0,13,0,-13
475,1,0,30,0,-30
476,1,0,6,0,-6
477,1,0,6,0,-6
478,1,1,1624,1465,-159
479,0,0,91,0,-91
480,1,1,95,1351,1256
481,1,0,126,0,-126
482,0,0,28,0,-28
483,1,0,1,0,-1
484,1,1,150,1450,1300
485,0,0,211,0,-211
486,1,1,429,1746,1317
487,0,0,36,0,-36
488,1,1,183,1496,1313
489,1,1,1364,1589,225
490,0,0,11,0,-11
491,1,1,1532,1804,272
492,0,0,96,0,-96
493,1,0,64,0,-64
494,0,0,7,0,-7
495,1,0,15,0,-15
496,1,0,101,0,-101
497,1,1,290,1232,942
498,0,0,5,0,-5
499,1,0,4,0,-4
500,0,0,31,0,-31
501,0,0,10,0,-10
502,1,1,85,1598,1513
503,1,0,29,0,-29
504,0,0,31,0,-31
505,0,0,61,0,-61
506,0,0,73,0,-73
507,0,0,118,0,-118
508,0,0,9,0,-9
509,1,0,11,0,-11
510,1,1,633,2671,2038
511,0,0,27,0,-27
512,1,0,23,0,-23
513,1,0,1,0,-1
514,1,1,169,1277,1108
515,1,1,133,1208,1075
516,0,0,80,0,-80
517,0,0,25,0,-25
518,1,0,28,0,-28
519,0,0,50,0,-50
520,1,1,117,2084,1967
521,1,0,12,0,-12
522,1,1,1281,1274,-7
523,1,1,1110,1623,513
524,1,0,12,0,-12
525,1,0,48,0,-48
526,0,0,4,0,-4
527,0,0,5,0,-5
528,0,0,106,0,-106
529,0,0,23,0,-23
530,1,0,31,0,-31
531,0,0,52,0,-52
532,1,0,35,0,-35
533,1,0,31,0,-31
534,0,0,18,0,-18
535,1,0,117,0,-117
536,1,1,1401,1376,-25
537,1,1,334,1201,867
538,1,0,19,0,-19
539,1,1,1089,1784,695
540,1,0,35,0,-35
541,1,1,347,1502,1155
542,1,0,90,0,-90
543,0,0,2,0,-2
544,1,0,11,0,-11
545,1,0,24,0,-24
546,1,0,7,0,-7
547,0,0,13,0,-13
548,0,0,6,0,-6
549,0,0,78,0,-78
550,1,1,906,1977,1071
551,1,1,722,1693,971
552,1,1,445,1419,974
553,0,0,46,0,-46
554,0,0,121,0,-121
555,1,0,30,0,-30
556,0,0,7,0,-7
557,1,1,37,1647,1610
558,1,0,121,0,-121
559,1,1,916,2005,1089
560,0,0,171,0,-171
561,1,1,157,1334,1177
562,1,0,48,0,-48
563,0,0,5,0,-5
564,1,1,201,1510,1309
565,0,0,33,0,-33
566,1,1,26,1259,1233
567,1,0,6,0,-6
568,0,0,17,0,-17
569,1,1,338,1393,1055
570,0,0,33,0,-33
571,0,0,7,0,-7
572,1,1,129,1386,1257
573,1,1,19,1307,1288
574,1,0,49,0,-49
575,0,0,103,0,-103
576,1,0,45,0,-45
577,0,0,27,0,-27
578,1,0,31,0,-31
579,0,0,82,0,-82
580,0,0,20,0,-20
581,1,1,87,1382,1295
582,0,0,14,0,-14
583,1,1,452,1553,1101
584,1,1,171,1214,1043
585,1,1,694,1573,879
586,0,0,66,0,-66
587,1,0,11,0,-11
588,0,0,75,0,-75
589,0,0,95,0,-95
590,1,1,145,1278,1133
591,0,0,73,0,-73
592,1,0,16,0,-16
593,1,1,298,1335,1037
594,1,0,41,0,-41
595,0,0,29,0,-29
596,0,0,23,0,-23
597,1,1,108,1667,1559
598,1,1,262,1288,1026
599,1,0,53,0,-53
600,0,0,17,0,-17
601,1,0,8,0,-8
602,1,0,31,0,-31
603,1,0,21,0,-21
604,1,1,559,1311,752
605,0,0,233,0,-233
606,1,1,228,1411,1183
607,0,0,24,0,-24
608,0,0,241,0,-241
609,0,0,12,0,-12
610,0,0,29,0,-29
611,0,0,35,0,-35
612,0,0,2,0,-2
613,1,0,136,0,-136
614,1,0,7,0,-7
615,1,0,1,0,-1
616,1,0,24,0,-24
617,1,1,561,2704,2143
618,0,0,55,0,-55
619,0,0,191,0,-191
620,0,0,6,0,-6
621,1,1,1906,1390,-516
622,1,0,160,0,-160
623,0,0,130,0,-130
624,0,0,152,0,-152
625,1,0,0,0,0
626,1,1,103,1543,1440
627,1,1,134,1228,1094
628,0,0,1,0,-1
629,0,0,34,0,-34
630,0,0,18,0,-18
631,0,0,3,0,-3
632,0,0,47,0,-47
633,0,0,90,0,-90
634,1,0,83,0,-83
635,0,0,52,0,-52
636,1,0,1,0,-1
637,0,0,5,0,-5
638,1,0,68,0,-68
639,0,0,17,0,-17
640,0,0,128,0,-128
641,1,1,536,1392,856
642,1,1,386,1377,991
643,1,0,161,0,-161
644,0,0,3,0,-3
645,1,1,1531,3506,1975
646,1,1,884,1470,586
647,1,1,974,1641,667
648,0,0,0,0,0
649,1,1,60,2912,2852
650,1,0,22,0,-22
651,0,0,9,0,-9
652,1,0,26,0,-26
653,1,0,5,0,-5
654,0,0,64,0,-64
655,1,1,86,1926,1840
656,1,1,21,1278,1257
657,1,1,657,2142,1485
658,1,0,68,0,-68
659,0,0,114,0,-114
660,1,0,19,0,-19
661,1,1,1400,1598,198
662,1,1,223,1265,1042
663,1,1,969,2176,1207
664,1,1,1964,1761,-203
665,1,0,48,0,-48
666,1,1,893,1227,334
667,0,0,22,0,-22
668,0,0,17,0,-17
669,1,1,61,1445,1384
670,1,0,108,0,-108
671,0,0,34,0,-34
672,1,0,9,0,-9
673,1,1,329,1367,1038
674,1,0,81,0,-81
675,1,0,31,0,-31
676,1,0,103,0,-103
677,0,0,40,0,-40
678,0,0,27,0,-27
679,1,1,506,1291,785
680,1,0,92,0,-92
681,1,1,59,1384,1325
682,0,0,50,0,-50
683,1,0,98,0,-98
684,1,0,52,0,-52
685,1,0,17,0,-17
686,1,0,4,0,-4
687,1,0,1,0,-1
688,1,1,843,1461,618
689,0,0,15,0,-15
690,1,0,14,0,-14
691,0,0,11,0,-11
692,0,0,120,0,-120
693,1,1,87,2321,2234
694,0,0,12,0,-12
695,1,1,3168,2654,-514
696,1,1,2097,1896,-201
697,1,1,1079,1450,371
698,0,0,18,0,-18
699,1,1,197,1394,1197
700,1,1,117,1457,1340
701,1,1,163,1311,1148
702,0,0,18,0,-18
703,1,1,93,1223,1130
704,1,0,87,0,-87
705,0,0,50,0,-50
706,0,0,25,0,-25
707,1,0,94,0,-94
708,0,0,19,0,-19
709,1,0,0,0,0
710,0,0,34,0,-34
711,1,1,215,1235,1020
712,0,0,48,0,-48
713,0,0,28,0,-28
714,1,0,39,0,-39
715,1,0,126,0,-126
716,0,0,189,0,-189
717,0,0,16,0,-16
718,0,0,0,0,0
719,0,0,131,0,-131
720,1,1,106,1510,1404
721,0,0,28,0,-28
722,0,0,49,0,-49
723,0,0,9,0,-9
724,0,0,6,0,-6
725,1,1,31,1298,1267
726,0,0,2,0,-2
727,1,1,1069,1335,266
728,1,1,1356,1414,58
729,0,0,22,0,-22
730,0,0,35,0,-35
731,1,1,370,1360,990
732,0,0,160,0,-160
733,1,1,149,1442,1293
734,1,1,59,1326,1267
735,1,1,370,1232,862
736,0,0,152,0,-152
737,0,0,25,0,-25
738,1,0,144,0,-144
739,1,1,57,1255,1198
740,0,0,32,0,-32
741,1,1,170,1453,1283
742,1,1,339,1387,1048
743,1,1,1025,1262,237
744,1,1,442,2568,2126
745,1,1,234,1380,1146
746,0,0,147,0,-147
747,1,0,16,0,-16
748,1,1,2237,1322,-915
749,0,0,59,0,-59
750,1,0,18,0,-18
751,1,0,5,0,-5
752,1,1,432,1536,1104
753,1,1,1039,1582,543
754,0,0,44,0,-44
755,0,0,56,0,-56
756,1,0,48,0,-48
757,0,0,33,0,-33
758,1,0,167,0,-167
759,0,0,48,0,-48
760,1,1,323,1394,1071
761,1,1,299,1377,1078
762,1,0,93,0,-93
763,1,0,124,0,-124
764,0,0,14,0,-14
765,1,0,79,0,-79
766,1,0,18,0,-18
767,1,1,137,1432,1295
768,0,0,31,0,-31
769,0,0,68,0,-68
770,1,0,66,0,-66
771,0,0,10,0,-10
772,0,0,26,0,-26
773,1,1,2027,1869,-158
774,0,0,78,0,-78
775,0,0,21,0,-21
776,0,0,63,0,-63
777,0,0,102,0,-102
778,0,0,25,0,-25
779,1,1,121,6682,6561
780,0,0,79,0,-79
781,0,0,109,0,-109
782,1,1,411,1331,920
783,0,0,42,0,-42
784,0,0,21,0,-21
785,0,0,42,0,-42
786,1,0,1,0,-1
787,0,0,42,0,-42
788,0,0,4,0,-4
789,0,0,24,0,-24
790,1,1,471,1281,810
791,1,0,57,0,-57
792,1,0,51,0,-51
793,1,0,116,0,-116
794,1,0,47,0,-47
795,1,1,531,1295,764
796,1,0,77,0,-77
797,1,0,24,0,-24
798,1,1,110,1666,1556
799,0,0,14,0,-14
800,1,0,1,0,-1
801,1,0,43,0,-43
802,1,0,116,0,-116
803,1,1,523,1590,1067
804,0,0,1,0,-1
805,1,0,78,0,-78
806,1,1,335,1549,1214
807,1,1,363,1216,853
808,1,1,75,1255,1180
809,0,0,35,0,-35
810,0,0,0,0,0
811,0,0,4,0,-4
812,0,0,10,0,-10
813,0,0,17,0,-17
814,1,0,167,0,-167
815,1,0,29,0,-29
816,1,1,684,1268,584
817,1,0,175,0,-175
818,0,0,38,0,-38
819,1,1,198,3148,2950
820,1,1,384,1213,829
821,1,0,28,0,-28
822,0,0,4,0,-4
823,0,0,11,0,-11
824,1,1,879,1372,493
825,1,1,739,1289,550
826,1,0,38,0,-38
827,1,1,2077,1576,-501
828,0,0,33,0,-33
829,1,0,96,0,-96
830,0,0,33,0,-33
831,0,0,151,0,-151
832,0,0,53,0,-53
833,1,0,53,0,-53
834,1,0,15,0,-15
835,0,0,102,0,-102
836,1,0,13,0,-13
837,0,0,24,0,-24
838,0,0,11,0,-11
839,1,1,1814,1319,-495
840,1,1,730,1236,506
841,1,1,1039,1276,237
842,0,0,43,0,-43
843,0,0,47,0,-47
844,0,0,11,0,-11
845,0,0,11,0,-11
846,1,0,0,0,0
847,0,0,0,0,0
848,0,0,39,0,-39
849,1,1,8,1740,1732
850,1,1,476,2012,1536
851,1,1,733,1267,534
852,0,0,42,0,-42
853,0,0,61,0,-61
854,0,0,17,0,-17
855,0,0,105,0,-105
856,1,0,1,0,-1
857,1,1,498,1307,809
858,1,1,810,1301,491
859,1,1,907,1292,385
860,1,1,336,1244,908
861,1,1,452,2284,1832
862,1,0,101,0,-101
863,1,0,136,0,-136
864,1,0,77,0,-77
865,1,1,2102,2264,162
866,1,0,52,0,-52
867,0,0,28,0,-28
868,0,0,55,0,-55
869,1,1,589,1241,652
870,0,0,93,0,-93
871,1,1,283,1633,1350
872,0,0,156,0,-156
873,0,0,74,0,-74
874,0,0,57,0,-57
875,0,0,209,0,-209
876,0,0,3,0,-3
877,1,0,0,0,0
878,0,0,39,0,-39
879,1,0,57,0,-57
880,0,0,75,0,-75
881,1,0,227,0,-227
882,1,1,1043,1559,516
883,0,0,43,0,-43
884,1,1,290,1502,1212
885,1,0,63,0,-63
886,1,0,3,0,-3
887,1,1,177,1322,1145
888,1,0,6,0,-6
889,1,1,491,1336,845
890,1,1,1068,1210,142
891,1,1,580,1656,1076
892,0,0,42,0,-42
893,1,1,130,1701,1571
894,0,0,131,0,-131
895,1,1,317,1321,1004
896,1,1,227,1723,1496
897,1,1,302,1238,936
898,1,1,1305,1353,48
899,0,0,6,0,-6
900,1,1,681,1909,1228
901,0,0,76,0,-76
902,1,1,450,1259,809
903,1,1,1355,1616,261
904,1,1,127,1542,1415
905,0,0,5,0,-5
906,1,0,6,0,-6
907,1,0,57,0,-57
908,1,1,73,1778,1705
909,1,0,11,0,-11
910,0,0,56,0,-56
911,1,0,84,0,-84
912,0,0,6,0,-6
913,1,0,0,0,0
914,1,1,145,1608,1463
915,1,1,209,1817,1608
916,0,0,17,0,-17
917,1,1,18,1276,1258
918,0,0,58,0,-58
919,1,1,321,1596,1275
920,0,0,57,0,-57
921,1,0,37,0,-37
922,0,0,54,0,-54
923,1,0,10,0,-10
924,0,0,19,0,-19
925,0,0,2,0,-2
926,1,1,1528,1253,-275
927,1,1,501,1280,779
928,1,1,747,1467,720
929,0,0,101,0,-101
930,0,0,90,0,-90
931,1,0,73,0,-73
932,1,1,3363,1297,-2066
933,1,1,382,1840,1458
934,0,0,43,0,-43
935,1,1,498,1726,1228
936,1,1,87,1653,1566
937,0,0,19,0,-19
938,1,1,1810,1221,-589
939,1,0,10,0,-10
940,1,1,385,1586,1201
941,1,1,251,1318,1067
942,1,0,0,0,0
943,1,1,276,1712,1436
944,1,0,52,0,-52
945,0,0,33,0,-33
946,1,1,242,1699,1457
947,0,0,76,0,-76
948,0,0,109,0,-109
949,1,0,69,0,-69
950,1,1,161,1985,1824
951,0,0,37,0,-37
952,1,0,53,0,-53
953,0,0,50,0,-50
954,1,1,416,1715,1299
955,1,1,584,1250,666
956,0,0,47,0,-47
957,0,0,34,0,-34
958,1,1,387,1271,884
959,0,0,32,0,-32
960,1,0,13,0,-13
961,1,0,26,0,-26
962,1,1,187,2578,2391
963,1,1,1636,1227,-409
964,0,0,51,0,-51
965,0,0,137,0,-137
966,1,1,293,1377,1084
967,1,1,205,1240,1035
968,1,1,1453,1671,218
969,1,1,30,1650,1620
970,0,0,9,0,-9
971,1,1,372,2258,1886
972,0,0,73,0,-73
973,1,1,1217,1347,130
974,1,0,33,0,-33
975,1,0,120,0,-120
976,1,1,107,2309,2202
977,0,0,66,0,-66
978,0,0,58,0,-58
979,1,1,440,1226,786
980,1,0,9,0,-9
981,1,0,92,0,-92
982,0,0,58,0,-58
983,1,0,23,0,-23
984,0,0,6,0,-6
985,0,0,206,0,-206
986,0,0,8,0,-8
987,1,1,529,1227,698
988,0,0,12,0,-12
989,1,1,1415,3107,1692
990,1,0,28,0,-28
991,0,0,17,0,-17
992,0,0,140,0,-140
993,1,0,0,0,0
994,1,0,50,0,-50
995,0,0,10,0,-10
996,1,0,47,0,-47
997,1,1,390,1391,1001
998,0,0,16,0,-16
999,1,0,19,0,-19
1000,1,1,397,2326,1929
1001,1,1,181,1393,1212
1002,1,0,95,0,-95
1003,0,0,27,0,-27
1004,1,1,223,1221,998
1005,1,1,478,1825,1347
1006,1,0,1,0,-1
1007,1,1,442,1619,1177
1008,1,0,82,0,-82
1009,1,0,128,0,-128
1010,0,0,20,0,-20
1011,0,0,58,0,-58
1012,1,0,113,0,-113
1013,1,0,14,0,-14
1014,1,0,37,0,-37
1015,0,0,16,0,-16
1016,1,1,313,1727,1414
1017,0,0,9,0,-9
1018,1,0,89,0,-89
1019,0,0,23,0,-23
1020,0,0,12,0,-12
1021,0,0,204,0,-204
1022,1,0,5,0,-5
1023,1,0,106,0,-106
1024,1,1,165,1724,1559
1025,0,0,56,0,-56
1026,1,0,322,0,-322
1027,1,0,4,0,-4
1028,1,0,51,0,-51
1029,1,1,162,2738,2576
1030,1,1,64,1437,1373
1031,0,0,70,0,-70
1032,1,1,729,1440,711
1033,0,0,64,0,-64
1034,1,1,429,1500,1071
1035,0,0,52,0,-52
1036,0,0,25,0,-25
1037,1,1,263,1232,969
1038,0,0,97,0,-97
1039,1,0,40,0,-40
1040,1,0,3,0,-3
1041,1,0,141,0,-141
1042,0,0,209,0,-209
1043,1,1,111,1568,1457
1044,1,1,494,1265,771
1045,0,0,13,0,-13
1046,1,0,68,0,-68
