ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
254,20,23760.481068593443,0.11397509407926507,1,5,17243,1697,18935
255,43,57530.279117584236,0.20718178617990385,1,206,6558,1522,7874
256,19,20022.91294435712,0.26132568702328873,0,85,0,0,-85
257,45,21465.111553928295,0.07374993254199284,1,60,10046,1443,11429
258,62,21855.80443947267,0.028577606801080267,1,395,5336,1622,6563
259,21,22607.3619595465,0.09872902471256063,1,78,10812,1805,12539
260,33,21723.785984118007,0.20863318410583204,1,287,7793,2968,10474
261,65,32545.587181285326,0.0019147778611693367,1,304,12385,1433,13514
262,58,21773.507501366432,0.02251499045456964,0,20,0,0,-20
263,26,23897.292564087467,0.32092805296864746,1,1164,6927,1681,7444
264,48,33239.617563748594,0.057517322793906256,1,802,11933,1454,12585
265,20,30193.994829032843,0.012517778111043936,1,902,5748,1392,6238
266,59,25369.522329410174,0.11474902597896197,1,76,6529,2170,8623
267,36,39873.96463912957,0.015400256205690844,1,688,6629,2648,8589
268,74,32609.140029070764,0.09330410144976722,1,293,6244,1887,7838
269,45,21575.394365961994,0.02850650872261826,1,87,6997,1635,8545
270,24,20903.26386897487,0.22602577369727528,1,970,11850,2457,13337
271,27,27444.76115818207,0.09707081449492702,0,63,0,0,-63
272,53,39492.417151058056,0.0737502706895269,1,519,6754,2409,8644
273,27,26042.926843308614,0.0633202699370634,1,283,5470,1646,6833
274,68,23402.10857735435,0.28980455400721805,0,64,0,0,-64
275,64,33316.92986639038,0.034427358175646336,1,713,12535,1961,13783
276,34,35951.77826714087,0.26138233000323063,1,62,6049,3746,9733
277,25,38382.757517868755,0.15501563356604062,0,24,0,0,-24
278,35,24182.60944247975,0.06581868282497737,1,203,8073,1440,9310
279,60,20825.941924114955,0.033308046238580045,1,1346,7079,1546,7279
280,48,21599.000934488045,0.055128718264166994,1,737,7259,3181,9703
281,26,21708.37100631839,0.3666751902707632,1,230,5306,1466,6542
282,46,29113.491390422856,0.1478916695145189,1,225,29851,1766,31392
283,66,34962.30802281192,0.1860002455240238,0,26,0,0,-26
284,29,27645.422003602012,0.06474899406943757,0,45,0,0,-45
285,18,22295.64982959145,0.2550726023471284,1,522,8249,1589,9316
286,49,22997.848095319754,0.06276743823904181,1,285,9631,2165,11511
287,35,79868.42409791327,0.3630273041721218,1,649,6289,1497,7137
288,56,24219.516250561734,0.17945016514755924,1,370,7014,1614,8258
289,18,20055.590387525503,0.23270073287446205,0,59,0,0,-59
290,31,21326.13695905294,0.23838276373225104,1,1794,17760,1460,17426
291,52,23385.621637355216,0.1599468893392744,1,10,14687,1378,16055
292,22,25947.868207000254,0.19803208166070158,1,65,56967,1633,58535
293,34,31418.873593970948,0.15865496671511847,1,79,7574,1385,8880
294,40,28510.64445942926,0.008750981698648698,1,247,5514,3292,8559
295,19,21066.716019644147,0.008839963296527746,1,1404,7421,2760,8777
296,26,50519.12802213552,0.3306333463309339,0,40,0,0,-40
297,22,56620.78851384761,0.03125357383744192,1,80,5743,1380,7043
298,27,20909.60729785865,0.007296224659821675,1,193,5719,1341,6867
299,48,20570.21166811789,0.35300128502217654,0,134,0,0,-134
300,52,56901.305095457814,0.17128786507139113,0,9,0,0,-9
301,40,31993.113486483606,0.16407958294665664,0,55,0,0,-55
302,56,29273.85826938494,0.44018862009678705,0,2,0,0,-2
303,29,21749.771969484427,0.027550819744637266,1,627,17065,2108,18546
304,61,25471.678072532028,0.03103135631706961,1,1333,7635,1389,7691
305,35,26274.92787194238,0.17580749757016811,1,672,260040,1477,260845
306,20,35072.123409544074,0.03305147965054282,1,2239,15049,1990,14800
307,36,20556.661719779193,0.18411891357301136,1,472,12066,2159,13753
308,49,20165.942177704786,0.2007620666575131,1,377,5432,1421,6476
309,24,22770.939145748947,0.4531370657029271,1,260,7676,1887,9303
310,20,21116.79091134682,0.03318822496731846,1,520,8514,2481,10475
311,41,48066.131084698805,0.08633513397339387,1,708,7196,1486,7974
312,62,24192.265209201516,0.19726047214502,1,248,6508,1505,7765
313,21,34267.68274166998,0.016463427303401956,0,26,0,0,-26
314,30,26922.916309667038,0.09948179519526898,1,142,8950,1408,10216
315,19,25375.38280542066,0.25781494767436686,1,170,21033,1544,22407
316,36,25325.36871011299,0.2289271929697319,0,31,0,0,-31
317,32,22104.212641298203,0.11505519841767149,1,1531,5825,1548,5842
318,37,31938.103097664174,0.17908468716550657,0,1,0,0,-1
319,73,20020.385289443868,0.03155923558993241,1,202,6271,1590,7659
320,32,20285.79293331749,0.047812666890565056,1,130,5508,2017,7395
321,31,54442.50078330784,0.03463408476612045,1,1529,6335,3135,7941
322,32,37104.22815780138,0.04116667133034027,1,572,6247,2647,8322
323,23,146603.04970191215,0.04868263153379463,1,378,6022,1462,7106
324,24,27059.28075989446,0.06428053034829403,1,129,7431,1580,8882
325,65,20758.5644024503,0.014600957928625055,1,137,8931,1489,10283
326,39,25672.35713016996,0.20911471791307995,0,41,0,0,-41
327,30,25057.633394741384,0.02624785937216107,0,52,0,0,-52
328,42,35558.868076303464,0.14272100274712343,1,808,9890,2274,11356
329,22,22894.118053007205,0.09902396804822315,1,2725,17866,1526,16667
330,65,22575.475924846243,0.05022322929571261,1,987,7705,2103,8821
331,66,30105.57534418728,0.13790872359792916,1,383,7837,1411,8865
332,25,20280.84863489601,0.1414084812438846,1,1073,13540,1351,13818
333,35,24579.19980602519,0.22863725679260075,0,20,0,0,-20
334,24,20451.478317125548,0.11811752341863516,0,8,0,0,-8
335,26,36839.275545119264,0.1814928552813022,0,27,0,0,-27
336,27,21259.345898069576,0.09305279401866971,1,451,5752,1376,6677
337,42,22936.870917354256,0.08307954727846335,1,903,5655,1802,6554
338,59,23800.90279305737,0.06577307632231716,1,1493,5830,1566,5903
339,25,23120.724662120818,0.32239265247778714,0,10,0,0,-10
340,29,24045.20308592818,0.12230685408111285,1,1148,7233,2129,8214
341,25,22016.191062329406,0.00023329591789551804,1,562,11999,2452,13889
342,22,48485.756066353555,0.03810592211255768,0,16,0,0,-16
343,51,27274.040474020563,0.055276120479946636,1,115,6581,2971,9437
344,21,25657.744016800352,0.31997101093306735,1,536,8121,1351,8936
345,33,31442.793566560915,0.03723306158213223,1,867,6663,2563,8359
346,46,46966.31490155065,0.018609173400794758,1,882,10794,1725,11637
347,28,37506.716870964054,0.010761469634346847,0,155,0,0,-155
348,29,23937.26329529878,0.19428733548083674,1,441,5966,1535,7060
349,45,23614.706776367846,0.007835521580126023,1,537,12166,1852,13481
350,35,85947.22472041703,0.10663034519049933,1,347,9631,2301,11585
351,22,57475.41726266415,0.026673070262238655,1,398,55401,1519,56522
352,50,46511.85696587771,0.08580454496107205,0,23,0,0,-23
353,45,20045.466080762108,0.052033153024258164,1,556,10575,1662,11681
354,42,28648.8025663006,0.15674351768482,0,10,0,0,-10
355,22,129741.54013593879,0.11065362863364632,1,95,5917,5955,11777
356,32,20775.011161719518,0.03181598291334245,0,91,0,0,-91
357,39,21496.364272991003,0.10488934214537114,1,45,17368,1477,18800
358,27,20609.45031716544,0.14214263391100992,1,846,5867,1563,6584
359,46,29657.443920414975,0.14756150300665752,0,18,0,0,-18
360,28,51112.37999798818,0.07462708358857569,1,1626,6148,1702,6224
361,30,29501.826344849647,0.2704083579026255,1,215,6696,1637,8118
362,40,34342.29376859587,0.17583045184570495,0,2,0,0,-2
363,44,34073.60246233184,0.023484239641851437,0,45,0,0,-45
364,22,33780.2861030117,0.052864643380011504,1,31,6592,1506,8067
365,35,24607.132251531846,0.11585828223856737,1,152,5958,1376,7182
366,52,55259.614665631714,0.02497962805270485,1,219,7713,1987,9481
367,44,23939.211996474492,0.04733760703767051,0,8,0,0,-8
368,19,31354.182555701344,0.1418144150291163,0,31,0,0,-31
369,19,23944.331821908854,0.33640127355282795,0,11,0,0,-11
370,67,28069.06202052759,0.004194517934599512,1,684,10217,2690,12223
371,28,33288.79966278335,0.02526281874686017,1,489,8533,1426,9470
372,75,26887.132367974908,0.0647187558043359,1,503,6499,2434,8430
373,41,27585.9961850371,0.02914987895569392,1,51,5893,2624,8466
374,52,21866.744691864158,0.2760683745064331,1,272,13683,3786,17197
375,69,20876.303970054865,0.12384585563850148,0,14,0,0,-14
376,47,26278.208175902095,0.12334392876525858,1,2094,5261,1714,4881
377,18,41560.779448733694,0.03097419678112811,1,20,6202,2004,8186
378,38,24389.727935427487,0.24243168875112273,1,48,9393,1487,10832
379,37,20978.081368506624,0.14634764262077393,1,1849,24404,2920,25475
380,46,21723.237446805844,0.10473784152338572,1,46,15973,1743,17670
381,40,24582.632909289674,0.5937323831351694,0,203,0,0,-203
382,40,36329.14691775662,0.1454544780307962,1,1889,5283,2083,5477
383,72,28284.487115835243,0.31412532956450473,1,265,8461,1449,9645
384,30,26975.889709506326,0.18662858658618076,1,337,6674,1571,7908
385,48,20787.032245433973,0.09453974350661737,0,125,0,0,-125
386,18,22202.036185596637,0.3754910116826976,0,45,0,0,-45
387,27,21223.12467404804,0.0049338154919732055,1,93,11573,1980,13460
388,20,20047.93413290994,0.1665714792513847,1,1100,6360,2436,7696
389,25,21461.14893152672,0.09758368110168181,1,383,6325,1409,7351
390,70,20173.7840016008,0.008382855421772566,0,29,0,0,-29
391,27,20515.708529983378,0.13031934073384813,1,690,5766,2268,7344
392,26,46552.91672965966,0.012688477226112395,1,234,15752,2367,17885
393,40,20988.197824070816,0.07668760876298085,0,90,0,0,-90
394,37,42611.84442008615,0.0020616931974135923,1,54,8029,1412,9387
395,27,24824.072802441406,0.08617152076704734,1,284,20131,1583,21430
396,41,23786.709518577907,0.14790924000302458,1,410,14430,1384,15404
397,48,26311.413385789638,0.15630783325734868,1,67,7103,1611,8647
398,62,23815.159279488344,0.11156376386465142,1,204,30138,1908,31842
399,52,53689.49055853066,0.15696095753910339,0,6,0,0,-6
400,32,34980.33969455978,0.009156859118199983,1,883,5862,1470,6449
401,51,21480.35561452199,0.01601736481110243,1,521,5382,1872,6733
402,36,25597.46868898559,0.19863270144498668,1,475,5473,1452,6450
403,55,27152.713382466187,0.16626007323802267,1,600,5359,1777,6536
404,21,23005.42348069162,0.13589973502654276,1,384,9920,2085,11621
405,35,26651.256178031785,0.0138243081449631,1,143,7745,2127,9729
406,34,20197.747956204912,0.03781694289903362,1,178,7374,1498,8694
407,22,29998.42359299576,0.10309154874610704,1,155,6906,1681,8432
408,22,23809.833953149853,0.04373081764972822,0,19,0,0,-19
409,38,27911.23217378939,0.3308714109313959,1,630,5607,2509,7486
410,28,21191.597706988512,0.3705594713994739,0,28,0,0,-28
411,22,39393.25500622413,0.017980826194385877,1,618,7693,2001,9076
412,52,20433.63011413365,0.04689220885674746,0,30,0,0,-30
